n,comp-id,session-start,Age groups,ItemID,ItemSeq,Item,ItemType,DivID,(wrong DivID),DivisionName,RawDiv,Section Team(s),Routine,ClubID,ClubSlug,Team,Music,Sivey,Bree,,cohortKey,cohortID,team laravel,session laravel,session_division,sesssion team rank,session itmes,teamkey,teamID,sessionItemKey,sessionItemID,routine,a,a,a,a,a,a,a,a,a,a,a
368,1,2021-05-27 18:00:00,Juniors,4,1,Club Swinging,Core,3,,Division 3,Division 3,,4,34,Aurora,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
369,1,2021-05-27 18:00:00,Juniors,4,1,Club Swinging,Core,3,,Division 3,Division 3,,5,28,Golden Heights,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
370,1,2021-05-27 18:00:00,Juniors,2,2,Free Exercises,Core,3,,Division 3,Division 3,,1,24,Whydale,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
371,1,2021-05-27 18:00:00,Juniors,2,2,Free Exercises,Core,3,,Division 3,Division 3,,2,34,Aurora,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
372,1,2021-05-27 18:00:00,Juniors,2,2,Free Exercises,Core,3,,Division 3,Division 3,,3,28,Golden Heights,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
373,1,2021-05-27 18:00:00,Juniors,2,2,Free Exercises,Core,3,,Division 3,Division 3,,4,31,Para Vista,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
374,1,2021-05-27 18:00:00,Juniors,2,2,Free Exercises,Core,3,,Division 3,Division 3,,5,38,Seaford,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
375,1,2021-05-27 18:00:00,Juniors,8,3,Dance Arrangement,Fancy,3,,Division 3,Division 3,,1,28,Golden Heights,1,Party In the USA,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
376,1,2021-05-27 18:00:00,Juniors,8,3,Dance Arrangement,Fancy,3,,Division 3,Division 3,,2,24,Whydale,1,We are made to Fly,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
377,1,2021-05-27 18:00:00,Juniors,8,3,Dance Arrangement,Fancy,3,,Division 3,Division 3,,3,38,Seaford,1,Who's Dorothy?,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
378,1,2021-05-27 18:00:00,Juniors,8,3,Dance Arrangement,Fancy,3,,Division 3,Division 3,,4,31,Para Vista,1,Be Amazed,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
379,1,2021-05-27 18:00:00,Juniors,8,3,Dance Arrangement,Fancy,3,,Division 3,Division 3,,5,34,Aurora,1,Let's Dance,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
380,1,2021-05-27 19:30:00,Juniors,4,1,Club Swinging,Core,1,,Division 1,Division 1,Team 1 & 2,1,13,Brighton,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
381,1,2021-05-27 19:30:00,Juniors,4,1,Club Swinging,Core,1,,Division 1,Division 1,Team 1 & 2,2,40,Del Sante Gardens,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
382,1,2021-05-27 19:30:00,Juniors,4,1,Club Swinging,Core,1,,Division 1,Division 1,Team 1 & 2,3,7,AVV Millennium,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
383,1,2021-05-27 19:30:00,Juniors,4,1,Club Swinging,Core,1,,Division 1,Division 1,Team 1 & 2,4,40,Del Sante Gardens,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
384,1,2021-05-27 19:30:00,Juniors,4,1,Club Swinging,Core,1,,Division 1,Division 1,Team 1 & 2,5,29,Jem,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
385,1,2021-05-27 19:30:00,Juniors,4,1,Club Swinging,Core,1,,Division 1,Division 1,Team 1 & 2,6,35,Highbury,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
386,1,2021-05-27 19:30:00,Juniors,4,1,Club Swinging,Core,1,,Division 1,Division 1,Team 1 & 2,7,13,Brighton,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
387,1,2021-05-27 19:30:00,Juniors,4,1,Club Swinging,Core,1,,Division 1,Division 1,Team 1 & 2,8,6,Gawler,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
388,1,2021-05-27 19:30:00,Juniors,2,2,Free Exercises,Core,1,,Division 1,Division 1,Team 1 & 2,1,40,Del Sante Gardens,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
389,1,2021-05-27 19:30:00,Juniors,2,2,Free Exercises,Core,1,,Division 1,Division 1,Team 1 & 2,2,13,Brighton,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
390,1,2021-05-27 19:30:00,Juniors,2,2,Free Exercises,Core,1,,Division 1,Division 1,Team 1 & 2,3,29,Jem,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
391,1,2021-05-27 19:30:00,Juniors,2,2,Free Exercises,Core,1,,Division 1,Division 1,Team 1 & 2,4,6,Gawler,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
392,1,2021-05-27 19:30:00,Juniors,2,2,Free Exercises,Core,1,,Division 1,Division 1,Team 1 & 2,5,35,Highbury,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
393,1,2021-05-27 19:30:00,Juniors,2,2,Free Exercises,Core,1,,Division 1,Division 1,Team 1 & 2,6,13,Brighton,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
394,1,2021-05-27 19:30:00,Juniors,2,2,Free Exercises,Core,1,,Division 1,Division 1,Team 1 & 2,7,7,AVV Millennium,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
395,1,2021-05-27 19:30:00,Juniors,2,2,Free Exercises,Core,1,,Division 1,Division 1,Team 1 & 2,8,40,Del Sante Gardens,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
396,1,2021-05-27 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,1,,Division 1,Division 1,Team 1 & 2,1,13,Brighton,2,Let Me Take you to Rio,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
397,1,2021-05-27 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,1,,Division 1,Division 1,Team 1 & 2,2,29,Jem,1,Prom,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
398,1,2021-05-27 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,1,,Division 1,Division 1,Team 1 & 2,3,13,Brighton,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
399,1,2021-05-27 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,1,,Division 1,Division 1,Team 1 & 2,4,40,Del Sante Gardens,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
400,1,2021-05-27 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,1,,Division 1,Division 1,Team 1 & 2,5,7,AVV Millennium,1,The Race,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
401,1,2021-05-27 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,1,,Division 1,Division 1,Team 1 & 2,6,35,Highbury,1,Adventures of the Big Bad Wolf,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
402,1,2021-05-27 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,1,,Division 1,Division 1,Team 1 & 2,7,6,Gawler,1,Little Horrors,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
403,1,2021-05-28 18:00:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 2,1,36,Ridgehaven,3,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
404,1,2021-05-28 18:00:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 2,2,3,Innovation,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
405,1,2021-05-28 18:00:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 2,3,36,Ridgehaven,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
406,1,2021-05-28 18:00:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 2,4,12,Reynella Braeview,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
407,1,2021-05-28 18:00:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 2,5,9,Marden,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
408,1,2021-05-28 18:00:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 2,6,14,Plympton Halifax,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
409,1,2021-05-28 18:00:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 2,1,3,Innovation,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
410,1,2021-05-28 18:00:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 2,2,36,Ridgehaven,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
411,1,2021-05-28 18:00:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 2,3,9,Marden,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
412,1,2021-05-28 18:00:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 2,4,14,Plympton Halifax,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
413,1,2021-05-28 18:00:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 2,5,12,Reynella Braeview,2,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
414,1,2021-05-28 18:00:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 2,1,3,Innovation,2,A Royal Affair,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
415,1,2021-05-28 18:00:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 2,2,14,Plympton Halifax,2,Hairspray,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
416,1,2021-05-28 18:00:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 2,3,12,Reynella Braeview,2,Matilda,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
417,1,2021-05-28 19:30:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 1,1,8,Burnside,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
418,1,2021-05-28 19:30:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 1,2,9,Marden,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
419,1,2021-05-28 19:30:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 1,3,36,Ridgehaven,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
420,1,2021-05-28 19:30:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 1,4,12,Reynella Braeview,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
421,1,2021-05-28 19:30:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 1,5,14,Plympton Halifax,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
422,1,2021-05-28 19:30:00,Juniors,4,1,Club Swinging,Core,0,,Championship Division,Championship Division,Team 1,6,3,Innovation,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
423,1,2021-05-28 19:30:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 1,1,9,Marden,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
424,1,2021-05-28 19:30:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 1,2,12,Reynella Braeview,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
425,1,2021-05-28 19:30:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 1,3,8,Burnside,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
426,1,2021-05-28 19:30:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 1,4,36,Ridgehaven,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
427,1,2021-05-28 19:30:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 1,5,14,Plympton Halifax,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
428,1,2021-05-28 19:30:00,Juniors,2,2,Free Exercises,Core,0,,Championship Division,Championship Division,Team 1,6,3,Innovation,1,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
429,1,2021-05-28 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 1,1,12,Reynella Braeview,1,Rio,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
430,1,2021-05-28 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 1,2,9,Marden,1,The Big Doll House,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
431,1,2021-05-28 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 1,3,36,Ridgehaven,1,Checkmate,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
432,1,2021-05-28 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 1,4,8,Burnside,1,Ladies of the 80's,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
433,1,2021-05-28 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 1,5,14,Plympton Halifax,1,I love a piano,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
434,1,2021-05-28 19:30:00,Juniors,8,3,Dance Arrangement,Fancy,0,,Championship Division,Championship Division,Team 1,6,3,Innovation,1,Get served,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,
